seed,p_milk,cash,cows,sheep,shed_wheat,hands,quads,day,unwatered,mature,score_a0,score_a1,score_a2,score_a3,score_a4,score_a5,best_a,gain_vs_a0
82981,154.00,1384.00,5,2,10,10,2,8,6,21,39199.0,77667.0,59872.0,39199.0,39199.0,39199.0,1,38468.0
82982,206.00,1622.00,5,2,10,10,2,8,6,21,85935.0,86739.0,50926.0,85935.0,85435.0,85935.0,1,804.0
82983,154.00,1391.00,5,2,10,10,2,8,6,21,33127.0,86002.0,35943.0,33127.0,33127.0,33127.0,1,52875.0
82984,187.00,1528.00,5,2,10,10,2,8,6,21,62476.0,71605.0,87690.0,62476.0,44847.0,62476.0,2,25214.0
82985,154.00,1462.00,5,2,10,10,2,8,6,21,62774.0,92431.0,61998.0,62774.0,63016.0,62774.0,1,29657.0
82986,216.00,1662.00,5,2,10,10,2,8,6,21,101082.0,115697.0,97998.0,101082.0,100584.0,101082.0,1,14615.0
82987,154.00,1384.00,4,2,11,10,2,8,6,21,76527.0,135438.0,79643.0,76527.0,76527.0,76527.0,1,58911.0
82988,154.00,1542.00,5,2,10,10,2,8,6,21,79250.0,89660.0,65798.0,79250.0,79250.0,79250.0,1,10410.0
82989,206.00,1682.00,5,2,10,10,2,8,6,21,117261.0,89306.0,114541.0,117261.0,116763.0,117261.0,0,0.0
82990,154.00,1542.00,5,2,10,10,2,8,6,21,86506.0,56043.0,103966.0,86506.0,86506.0,86506.0,2,17460.0
82991,187.00,1509.00,5,2,10,10,2,8,6,21,90600.0,116375.0,89412.0,90600.0,99696.0,90600.0,1,25775.0
82992,206.00,1681.00,5,2,10,10,2,8,6,21,63973.0,85202.0,63135.0,63973.0,63475.0,63973.0,1,21229.0
82993,154.00,1391.00,5,2,10,10,2,8,6,21,40575.0,104559.0,20868.0,40575.0,40575.0,40575.0,1,63984.0
82994,206.00,1603.00,5,2,10,10,2,8,6,21,84279.0,101080.0,83645.0,84279.0,83781.0,84279.0,1,16801.0
82995,154.00,1384.00,5,2,10,10,2,8,6,21,68109.0,33449.0,72382.0,68109.0,68109.0,68109.0,2,4273.0
82996,187.00,1509.00,5,2,10,10,2,8,6,21,79434.0,73195.0,56568.0,79434.0,63789.0,79434.0,0,0.0
82997,187.00,1509.00,5,2,10,10,2,8,6,21,124331.0,97535.0,109096.0,124331.0,91389.0,124331.0,0,0.0
82998,206.00,1610.00,5,2,10,10,2,8,6,21,74137.0,49090.0,72407.0,74137.0,73636.0,74137.0,0,0.0
82999,216.00,1655.00,5,2,10,10,2,8,6,21,79624.0,70583.0,76417.0,79624.0,79125.0,79624.0,0,0.0
83000,154.00,1384.00,5,2,10,10,2,8,6,21,80291.0,76538.0,76457.0,80291.0,80291.0,80291.0,0,0.0
83001,187.00,1667.00,5,2,10,10,2,8,6,21,77739.0,54002.0,58308.0,77739.0,100381.0,77739.0,4,22642.0
83002,206.00,1613.00,5,2,10,10,2,8,6,21,85093.0,75548.0,71920.0,85093.0,84595.0,85093.0,0,0.0
83003,187.00,1509.00,5,2,10,10,2,8,6,21,62683.0,96915.0,64211.0,62683.0,73756.0,62683.0,1,34232.0
83004,206.00,1606.00,5,2,10,10,2,8,6,21,108160.0,57930.0,103977.0,108160.0,107662.0,108160.0,0,0.0
83005,154.00,1384.00,5,2,10,10,2,8,6,21,67389.0,107306.0,84430.0,67389.0,67389.0,67389.0,1,39917.0
83006,187.00,1553.00,4,2,11,10,2,8,6,21,98128.0,94958.0,80488.0,98128.0,123722.0,98128.0,4,25594.0
83007,187.00,1676.00,5,2,10,10,2,8,6,21,79138.0,87908.0,108636.0,79138.0,85000.0,79138.0,2,29498.0
83008,216.00,1665.00,5,2,10,10,2,8,6,21,116992.0,125417.0,108846.0,116992.0,116494.0,116992.0,1,8425.0
83009,206.00,1603.00,5,2,10,10,2,8,6,21,45687.0,59637.0,45738.0,45687.0,45188.0,45687.0,1,13950.0
83010,206.00,1681.00,5,2,10,10,2,8,6,21,90185.0,84683.0,89199.0,90185.0,89684.0,90185.0,0,0.0
83011,206.00,1622.00,5,2,10,10,2,8,6,21,66525.0,108024.0,53959.0,66525.0,66024.0,66525.0,1,41499.0
83012,216.00,1655.00,5,2,10,10,2,8,6,21,123607.0,114686.0,80006.0,123607.0,123106.0,123607.0,0,0.0
83013,216.00,1655.00,5,2,10,10,2,8,6,21,134759.0,108437.0,121811.0,134759.0,134258.0,134759.0,0,0.0
83014,206.00,1603.00,5,2,10,10,2,8,6,21,124330.0,78956.0,113284.0,124330.0,123829.0,124330.0,0,0.0
83015,154.00,1384.00,5,2,10,10,2,8,6,21,70323.0,69650.0,78990.0,70323.0,70323.0,70323.0,2,8667.0
83016,187.00,1516.00,5,2,10,10,2,8,6,21,115921.0,56987.0,102072.0,115921.0,99726.0,115921.0,0,0.0
83017,206.00,1693.00,5,2,10,10,2,8,6,21,91095.0,79665.0,90116.0,91095.0,90594.0,91095.0,0,0.0
83018,154.00,1462.00,5,2,10,10,2,8,6,21,80561.0,83904.0,62626.0,80561.0,80804.0,80561.0,1,3343.0
83019,187.00,1405.00,4,2,11,10,2,8,6,21,49648.0,43711.0,77010.0,49648.0,43154.0,49648.0,2,27362.0
83020,154.00,1403.00,5,2,10,10,2,8,6,21,36259.0,58124.0,40455.0,36259.0,36252.0,36259.0,1,21865.0
83021,154.00,1394.00,5,2,10,10,2,8,6,21,61753.0,107673.0,57935.0,61753.0,61753.0,61753.0,1,45920.0
83022,154.00,1563.00,5,2,10,10,2,8,6,21,55670.0,56357.0,87136.0,55701.0,55670.0,55670.0,2,31466.0
83023,187.00,1509.00,5,2,10,10,2,8,6,21,84185.0,77752.0,78061.0,84185.0,77107.0,84185.0,0,0.0
83024,206.00,1603.00,5,2,10,10,2,8,6,21,40745.0,60288.0,73604.0,40745.0,40244.0,40745.0,2,32859.0
83025,154.00,1391.00,5,2,10,10,2,8,6,21,35373.0,130241.0,27692.0,35373.0,35373.0,35373.0,1,94868.0
83026,154.00,1542.00,5,2,10,10,2,8,6,21,79172.0,97005.0,86930.0,79172.0,79172.0,79172.0,1,17833.0
83027,187.00,1676.00,5,2,10,10,2,8,6,21,119025.0,107259.0,129205.0,119025.0,105130.0,119025.0,2,10180.0
83028,154.00,1474.00,5,2,10,10,2,8,6,21,66168.0,70354.0,71763.0,66168.0,66168.0,66168.0,2,5595.0
83029,154.00,1391.00,5,2,10,10,2,8,6,21,64373.0,66741.0,53964.0,64373.0,64373.0,64373.0,1,2368.0
83030,216.00,1655.00,5,2,10,10,2,8,6,21,101120.0,100616.0,92567.0,101120.0,100621.0,101120.0,0,0.0
83031,206.00,1603.00,5,2,10,10,2,8,6,21,69991.0,75031.0,72986.0,69991.0,69490.0,69991.0,1,5040.0
83032,154.00,1384.00,5,2,10,10,2,8,6,21,35438.0,54318.0,42766.0,35438.0,35438.0,35438.0,1,18880.0
83033,154.00,1403.00,5,2,10,10,2,8,6,21,34150.0,48681.0,31322.0,34150.0,36067.0,34150.0,1,14531.0
83034,154.00,1391.00,5,2,10,10,2,8,6,21,69641.0,95275.0,53320.0,69641.0,69641.0,69641.0,1,25634.0
83035,154.00,1384.00,5,2,10,10,2,8,6,21,70600.0,52619.0,72342.0,70600.0,70600.0,70600.0,2,1742.0
83036,154.00,1384.00,5,2,10,10,2,8,6,21,80733.0,76734.0,80120.0,80733.0,80733.0,80733.0,0,0.0
83037,154.00,1397.00,5,2,10,10,2,8,6,21,64837.0,107035.0,56326.0,64837.0,64837.0,64837.0,1,42198.0
83038,206.00,1693.00,5,2,10,10,2,8,6,21,119883.0,107520.0,123184.0,119883.0,119386.0,119883.0,2,3301.0
83039,206.00,1613.00,5,2,10,10,2,8,6,21,95491.0,94990.0,102868.0,95491.0,94993.0,95491.0,2,7377.0
83040,216.00,1655.00,5,2,10,10,2,8,6,21,80324.0,80785.0,79633.0,80324.0,79823.0,80324.0,1,461.0
83041,154.00,1384.00,5,2,10,10,2,8,6,21,21320.0,49019.0,19603.0,21320.0,21320.0,21320.0,1,27699.0
83042,154.00,1394.00,5,2,10,10,2,8,6,21,62641.0,57848.0,64553.0,62641.0,62641.0,62641.0,2,1912.0
83043,206.00,1613.00,5,2,10,10,2,8,6,21,90981.0,55726.0,90463.0,90981.0,90480.0,90981.0,0,0.0
83044,187.00,1509.00,5,2,10,10,2,8,6,21,84770.0,86635.0,82451.0,84770.0,75388.0,84770.0,1,1865.0
83045,187.00,1509.00,5,2,10,10,2,8,6,21,52256.0,77061.0,44842.0,52256.0,48237.0,52256.0,1,24805.0
83046,187.00,1509.00,5,2,10,10,2,8,6,21,72611.0,72694.0,77831.0,72611.0,83576.0,72611.0,4,10965.0
83047,154.00,1542.00,5,2,10,10,2,8,6,21,67338.0,77220.0,89365.0,67338.0,67338.0,67338.0,2,22027.0
83048,206.00,1603.00,5,2,10,10,2,8,6,21,131759.0,78457.0,123747.0,131759.0,131261.0,131759.0,0,0.0
83049,154.00,1384.00,5,2,10,10,2,8,6,21,78878.0,40622.0,89426.0,78878.0,78878.0,78878.0,2,10548.0
83050,187.00,1670.00,5,2,10,10,2,8,6,21,90724.0,61973.0,89881.0,90724.0,78643.0,90724.0,0,0.0
83051,154.00,1462.00,5,2,10,10,2,8,6,21,85004.0,93326.0,117291.0,85004.0,85228.0,85004.0,2,32287.0
83052,206.00,1613.00,5,2,10,10,2,8,6,21,67423.0,42430.0,72899.0,67423.0,66922.0,67423.0,2,5476.0
83053,154.00,1384.00,5,2,10,10,2,8,6,21,93509.0,142914.0,90837.0,93509.0,93509.0,93509.0,1,49405.0
83054,216.00,1655.00,5,2,10,10,2,8,6,21,78870.0,56804.0,69198.0,78870.0,78323.0,78870.0,0,0.0
83055,154.00,1394.00,5,2,10,10,2,8,6,21,55873.0,63189.0,49470.0,55873.0,55873.0,55873.0,1,7316.0
83056,187.00,1509.00,5,2,10,10,2,8,6,21,48730.0,44791.0,71734.0,48730.0,71502.0,48730.0,2,23004.0
83057,206.00,1622.00,5,2,10,10,2,8,6,21,52293.0,35771.0,93192.0,52293.0,51792.0,52293.0,2,40899.0
83058,216.00,1655.00,5,2,10,10,2,8,6,21,77187.0,69981.0,70216.0,77187.0,76686.0,77187.0,0,0.0
83059,187.00,1516.00,5,2,10,10,2,8,6,21,104661.0,122304.0,93021.0,104661.0,80577.0,104661.0,1,17643.0
83060,216.00,1665.00,5,2,10,10,2,8,6,21,133587.0,100788.0,123316.0,133587.0,133086.0,133587.0,0,0.0
83061,154.00,1391.00,5,2,10,10,2,8,6,21,79368.0,60455.0,78631.0,79368.0,79368.0,79368.0,0,0.0
83062,154.00,1394.00,4,2,11,10,2,8,6,21,36215.0,68163.0,42198.0,36215.0,36215.0,36215.0,1,31948.0
83063,154.00,1462.00,5,2,10,10,2,8,6,21,86236.0,86576.0,88495.0,86236.0,86452.0,86236.0,2,2259.0
83064,154.00,1391.00,5,2,10,10,2,8,6,21,64721.0,57166.0,63160.0,64721.0,64721.0,64721.0,0,0.0
83065,154.00,1384.00,5,2,10,10,2,8,6,21,70507.0,98347.0,53896.0,70507.0,70507.0,70507.0,1,27840.0
83066,154.00,1394.00,5,2,10,10,2,8,6,21,32733.0,62393.0,48935.0,32733.0,32733.0,32733.0,1,29660.0
83067,206.00,1693.00,5,2,10,10,2,8,6,21,141779.0,73825.0,136454.0,141779.0,141279.0,141779.0,0,0.0
83068,154.00,1394.00,5,2,10,10,2,8,6,21,44346.0,85755.0,59412.0,44346.0,44346.0,44346.0,1,41409.0
83069,154.00,1384.00,5,2,10,10,2,8,6,21,64570.0,126402.0,50626.0,64570.0,64570.0,64570.0,1,61832.0
83070,187.00,1667.00,5,2,10,10,2,8,6,21,97694.0,88205.0,96744.0,97694.0,78781.0,97694.0,0,0.0
83071,206.00,1613.00,5,2,10,10,2,8,6,21,79971.0,81815.0,60752.0,79971.0,79473.0,79971.0,1,1844.0
83072,154.00,1384.00,5,2,10,10,2,8,6,21,89908.0,71166.0,75796.0,89908.0,89908.0,89908.0,0,0.0
83073,154.00,1542.00,5,2,10,10,2,8,6,21,103780.0,79640.0,82329.0,103780.0,103780.0,103780.0,0,0.0
83074,206.00,1693.00,5,2,10,10,2,8,6,21,149948.0,124890.0,111030.0,149948.0,149447.0,149948.0,0,0.0
83075,216.00,1655.00,5,2,10,10,2,8,6,21,129443.0,127018.0,117911.0,129443.0,128942.0,129443.0,0,0.0
83076,216.00,1655.00,5,2,10,10,2,8,6,21,84160.0,83240.0,100747.0,84160.0,83616.0,84160.0,2,16587.0
83077,216.00,1662.00,5,2,10,10,2,8,6,21,117116.0,83213.0,110104.0,117116.0,116617.0,117116.0,0,0.0
83078,154.00,1391.00,5,2,10,10,2,8,6,21,68653.0,79063.0,48862.0,68653.0,68653.0,68653.0,1,10410.0
83079,206.00,1603.00,5,2,10,10,2,8,6,21,121734.0,132153.0,117092.0,121734.0,121236.0,121734.0,1,10419.0
83080,154.00,1560.00,5,2,10,10,2,8,6,21,67548.0,66229.0,62999.0,67548.0,67548.0,67548.0,0,0.0
83081,187.00,1516.00,5,2,10,10,2,8,6,21,98993.0,64007.0,107816.0,98993.0,84458.0,98993.0,2,8823.0
83082,216.00,1662.00,5,2,10,10,2,8,6,21,87728.0,114842.0,72666.0,87728.0,87227.0,87728.0,1,27114.0
83083,154.00,1403.00,5,2,10,10,2,8,6,21,26597.0,89975.0,47846.0,26597.0,26723.0,26597.0,1,63378.0
83084,216.00,1665.00,5,2,10,10,2,8,6,21,135589.0,95933.0,111759.0,135589.0,135091.0,135589.0,0,0.0
83085,206.00,1603.00,5,2,10,10,2,8,6,21,108243.0,58916.0,112485.0,108243.0,107742.0,108243.0,2,4242.0
83086,154.00,1462.00,5,2,10,10,2,8,6,21,84014.0,32034.0,60478.0,84014.0,84255.0,84014.0,4,241.0
83087,154.00,1384.00,5,2,10,10,2,8,6,21,92604.0,89315.0,76622.0,92604.0,92604.0,92604.0,0,0.0
83088,187.00,1509.00,5,2,10,10,2,8,6,21,106287.0,50540.0,82414.0,106287.0,115401.0,106287.0,4,9114.0
83089,216.00,1662.00,5,2,10,10,2,8,6,21,90734.0,115468.0,84744.0,90734.0,90236.0,90734.0,1,24734.0
83090,206.00,1603.00,5,2,10,10,2,8,6,21,95320.0,102025.0,76183.0,95320.0,94821.0,95320.0,1,6705.0
83091,187.00,1509.00,5,2,10,10,2,8,6,21,114488.0,75932.0,85310.0,114488.0,107390.0,114488.0,0,0.0
83092,206.00,1610.00,5,2,10,10,2,8,6,21,116455.0,81047.0,71328.0,116455.0,115957.0,116455.0,0,0.0
83093,187.00,1516.00,5,2,10,10,2,8,6,21,89410.0,135755.0,95962.0,89410.0,92139.0,89410.0,1,46345.0
83094,187.00,1509.00,5,2,10,10,2,8,6,21,38647.0,78121.0,43920.0,38647.0,46477.0,38647.0,1,39474.0
83095,216.00,1655.00,5,2,10,10,2,8,6,21,107668.0,84947.0,99363.0,107668.0,107167.0,107668.0,0,0.0
83096,154.00,1551.00,5,2,10,10,2,8,6,21,71864.0,133844.0,65657.0,71864.0,71864.0,71864.0,1,61980.0
83097,206.00,1693.00,5,2,10,10,2,8,6,21,91040.0,94735.0,94061.0,91040.0,90544.0,91040.0,1,3695.0
83098,154.00,1394.00,5,2,10,10,2,8,6,21,69738.0,78370.0,55360.0,69738.0,69738.0,69738.0,1,8632.0
83099,154.00,1384.00,5,2,10,10,2,8,6,21,40046.0,117283.0,36206.0,40046.0,40046.0,40046.0,1,77237.0
83100,216.00,1655.00,5,2,10,10,2,8,6,21,113642.0,77526.0,120279.0,113642.0,113144.0,113642.0,2,6637.0
83101,154.00,1384.00,5,2,10,10,2,8,6,21,98962.0,110823.0,100249.0,98962.0,98962.0,98962.0,1,11861.0
83102,206.00,1681.00,5,2,10,10,2,8,6,21,105109.0,93059.0,108732.0,105109.0,104610.0,105109.0,2,3623.0
83103,206.00,1603.00,5,2,10,10,2,8,6,21,75477.0,89788.0,55141.0,75477.0,74978.0,75477.0,1,14311.0
83104,206.00,1613.00,5,2,10,10,2,8,6,21,85441.0,72824.0,74501.0,85441.0,84899.0,85441.0,0,0.0
83105,187.00,1509.00,5,2,10,10,2,8,6,21,88345.0,77304.0,108209.0,88345.0,101320.0,88345.0,2,19864.0
83106,187.00,1516.00,5,2,10,10,2,8,6,21,107810.0,105619.0,107526.0,107810.0,97159.0,107810.0,0,0.0
83107,216.00,1665.00,5,2,10,10,2,8,6,21,98285.0,108505.0,83358.0,98285.0,97787.0,98285.0,1,10220.0
83108,154.00,1384.00,5,2,10,10,2,8,6,21,95645.0,54493.0,85024.0,95645.0,95645.0,95645.0,0,0.0
83109,154.00,1462.00,5,2,10,10,2,8,6,21,59563.0,80791.0,74515.0,59563.0,59556.0,59563.0,1,21228.0
83110,216.00,1674.00,5,2,10,10,2,8,6,21,110613.0,67952.0,137717.0,110613.0,110070.0,110613.0,2,27104.0
83111,154.00,1542.00,5,2,10,10,2,8,6,21,85150.0,66485.0,108946.0,85150.0,85150.0,85150.0,2,23796.0
83112,154.00,1462.00,5,2,10,10,2,8,6,21,82236.0,90797.0,81688.0,82236.0,82474.0,82236.0,1,8561.0
83113,154.00,1551.00,5,2,10,10,2,8,6,21,92845.0,77030.0,51566.0,92845.0,92845.0,92845.0,0,0.0
83114,187.00,1519.00,5,2,10,10,2,8,6,21,87046.0,115302.0,81138.0,87046.0,105293.0,87046.0,1,28256.0
83115,154.00,1384.00,5,2,10,10,2,8,6,21,62755.0,76300.0,94284.0,62755.0,62755.0,62755.0,2,31529.0
83116,154.00,1394.00,5,2,10,10,2,8,6,21,52988.0,52512.0,58944.0,52988.0,52988.0,52988.0,2,5956.0
83117,206.00,1613.00,5,2,10,10,2,8,6,21,92624.0,94362.0,96094.0,92624.0,92126.0,92624.0,2,3470.0
83118,187.00,1516.00,5,2,10,10,2,8,6,21,71531.0,49257.0,81630.0,71531.0,59123.0,71531.0,2,10099.0
83119,187.00,1509.00,5,2,10,10,2,8,6,21,59698.0,59148.0,100578.0,59698.0,100697.0,59698.0,4,40999.0
83120,154.00,1551.00,5,2,10,10,2,8,6,21,66030.0,67154.0,75994.0,66030.0,66030.0,66030.0,2,9964.0
83121,154.00,1384.00,5,2,10,10,2,8,6,21,76901.0,78280.0,76029.0,76901.0,76901.0,76901.0,1,1379.0
83122,206.00,1610.00,5,2,10,10,2,8,6,21,61890.0,57716.0,47628.0,61890.0,61391.0,61890.0,0,0.0
83123,154.00,1394.00,5,2,10,10,2,8,6,21,65568.0,54408.0,64610.0,65568.0,65568.0,65568.0,0,0.0
83124,154.00,1384.00,5,2,10,10,2,8,6,21,89624.0,63613.0,103770.0,89624.0,89624.0,89624.0,2,14146.0
83125,206.00,1603.00,5,2,10,10,2,8,6,21,53739.0,76279.0,56440.0,53739.0,53238.0,53739.0,1,22540.0
83126,187.00,1509.00,5,2,10,10,2,8,6,21,81129.0,70912.0,71142.0,81129.0,54628.0,81129.0,0,0.0
83127,206.00,1613.00,5,2,10,10,2,8,6,21,106080.0,99089.0,105532.0,106080.0,105582.0,106080.0,0,0.0
83128,154.00,1474.00,5,2,10,10,2,8,6,21,61915.0,76395.0,62115.0,61915.0,61915.0,61915.0,1,14480.0
83129,206.00,1603.00,5,2,10,10,2,8,6,21,69753.0,90634.0,88220.0,69753.0,69252.0,69753.0,1,20881.0
83130,154.00,1551.00,5,2,10,10,2,8,6,21,78210.0,93622.0,58821.0,78210.0,78210.0,78210.0,1,15412.0
83131,154.00,1384.00,5,2,10,10,2,8,6,21,55331.0,102652.0,45502.0,55331.0,55331.0,55331.0,1,47321.0
83132,187.00,1667.00,5,2,10,10,2,8,6,21,72678.0,80643.0,94975.0,72678.0,105288.0,72678.0,4,32610.0
83133,206.00,1681.00,5,2,10,10,2,8,6,21,72253.0,81424.0,71692.0,72253.0,71752.0,72253.0,1,9171.0
83134,187.00,1667.00,5,2,10,10,2,8,6,21,76128.0,97853.0,103599.0,76128.0,83729.0,76128.0,2,27471.0
83135,187.00,1509.00,5,2,10,10,2,8,6,21,120389.0,61330.0,113842.0,120389.0,110277.0,120389.0,0,0.0
83136,187.00,1509.00,5,2,10,10,2,8,6,21,86788.0,104342.0,66039.0,86788.0,92932.0,86788.0,1,17554.0
83137,187.00,1519.00,5,2,10,10,2,8,6,21,62399.0,95768.0,49807.0,62399.0,89276.0,62399.0,1,33369.0
83138,206.00,1622.00,5,2,10,10,2,8,6,21,62635.0,96060.0,73971.0,62635.0,62138.0,62635.0,1,33425.0
83139,154.00,1384.00,5,2,10,10,2,8,6,21,63617.0,53119.0,41114.0,63617.0,63617.0,63617.0,0,0.0
83140,154.00,1394.00,5,2,10,10,2,8,6,21,76307.0,77427.0,51493.0,76307.0,76307.0,76307.0,1,1120.0
83141,154.00,1542.00,5,2,10,10,2,8,6,21,58571.0,26999.0,64918.0,58571.0,58571.0,58571.0,2,6347.0
83142,154.00,1280.00,4,2,11,10,2,8,6,21,64586.0,69710.0,66072.0,64586.0,64586.0,64586.0,1,5124.0
83143,154.00,1384.00,5,2,10,10,2,8,6,21,81708.0,111601.0,85839.0,81708.0,81708.0,81708.0,1,29893.0
83144,206.00,1603.00,5,2,10,10,2,8,6,21,82202.0,81698.0,85618.0,82202.0,81704.0,82202.0,2,3416.0
83145,206.00,1613.00,5,2,10,10,2,8,6,20,96017.0,127109.0,99155.0,96017.0,95516.0,96017.0,1,31092.0
83146,206.00,1613.00,5,2,10,10,2,8,6,21,114670.0,78403.0,107162.0,114670.0,114172.0,114670.0,0,0.0
83147,154.00,1384.00,5,2,10,10,2,8,6,21,75299.0,100856.0,78720.0,75299.0,75299.0,75299.0,1,25557.0
83148,187.00,1513.00,5,2,10,10,2,8,6,21,70736.0,80866.0,85781.0,70736.0,57235.0,70736.0,2,15045.0
83149,187.00,1528.00,5,2,10,10,2,8,6,21,65346.0,97041.0,93218.0,65346.0,73939.0,65346.0,1,31695.0
83150,187.00,1516.00,5,2,10,10,2,8,6,21,57237.0,73865.0,69043.0,57237.0,50679.0,57237.0,1,16628.0
83151,216.00,1655.00,5,2,10,10,2,8,6,21,132972.0,136820.0,123661.0,132972.0,132471.0,132972.0,1,3848.0
83152,187.00,1528.00,5,2,10,10,2,8,6,21,88450.0,118071.0,102893.0,88450.0,102011.0,88450.0,1,29621.0
83153,154.00,1462.00,5,2,10,10,2,8,6,21,108226.0,75342.0,113694.0,108226.0,108479.0,108226.0,2,5468.0
83154,154.00,1391.00,5,2,10,10,2,8,6,21,81109.0,90318.0,70483.0,81109.0,81109.0,81109.0,1,9209.0
83155,154.00,1462.00,5,2,10,10,2,8,6,21,82317.0,73343.0,82722.0,82317.0,82554.0,82317.0,2,405.0
83156,206.00,1603.00,5,2,10,10,2,8,6,21,87046.0,85532.0,95852.0,87046.0,86545.0,87046.0,2,8806.0
83157,154.00,1388.00,5,2,10,10,2,8,6,21,80907.0,72429.0,99173.0,80907.0,80907.0,80907.0,2,18266.0
83158,206.00,1681.00,5,2,10,10,2,8,6,21,146462.0,141086.0,140267.0,146462.0,145961.0,146462.0,0,0.0
83159,216.00,1662.00,5,2,10,10,2,8,6,21,105181.0,76649.0,112903.0,105181.0,104680.0,105181.0,2,7722.0
83160,187.00,1509.00,5,2,10,10,2,8,6,21,65758.0,51757.0,70468.0,65758.0,80310.0,65758.0,4,14552.0
83161,187.00,1509.00,5,2,10,10,2,8,6,21,89182.0,95614.0,69448.0,89182.0,69616.0,89182.0,1,6432.0
83162,187.00,1516.00,5,2,10,10,2,8,6,21,98997.0,106864.0,105345.0,98997.0,81014.0,98997.0,1,7867.0
83163,154.00,1403.00,5,2,10,10,2,8,6,21,52034.0,80815.0,33072.0,52034.0,52155.0,52034.0,1,28781.0
83164,216.00,1665.00,5,2,10,10,2,8,6,21,118148.0,94642.0,122336.0,118148.0,117647.0,118148.0,2,4188.0
83165,154.00,1391.00,5,2,10,10,2,8,6,21,74543.0,116757.0,46581.0,74543.0,74543.0,74543.0,1,42214.0
83166,154.00,1274.00,4,2,11,10,2,8,6,21,64997.0,85313.0,94032.0,64997.0,64997.0,64997.0,2,29035.0
83167,154.00,1384.00,5,2,10,10,2,8,6,21,69034.0,110665.0,64283.0,69034.0,69034.0,69034.0,1,41631.0
83168,187.00,1519.00,5,2,10,10,2,8,6,21,61090.0,59509.0,61775.0,61090.0,46989.0,61090.0,2,685.0
83169,154.00,1384.00,5,2,10,10,2,8,6,21,57284.0,64445.0,84026.0,57284.0,57284.0,57284.0,2,26742.0
83170,216.00,1665.00,5,2,10,10,2,8,6,21,110218.0,67748.0,112128.0,110218.0,109720.0,110218.0,2,1910.0
83171,206.00,1610.00,5,2,10,10,2,8,6,21,89309.0,74802.0,88127.0,89309.0,88810.0,89309.0,0,0.0
83172,206.00,1681.00,5,2,10,10,2,8,6,21,119851.0,120880.0,102913.0,119853.0,119318.0,119851.0,1,1029.0
83173,206.00,1548.00,4,2,11,10,2,8,6,21,89347.0,113749.0,75572.0,89347.0,88773.0,89347.0,1,24402.0
83174,187.00,1676.00,5,2,10,10,2,8,6,21,107229.0,97711.0,107124.0,107229.0,81829.0,107229.0,0,0.0
83175,154.00,1384.00,5,2,10,10,2,8,6,21,81375.0,90012.0,92674.0,81375.0,81375.0,81375.0,2,11299.0
83176,187.00,1509.00,5,2,10,10,2,8,6,21,85290.0,116939.0,81606.0,85290.0,97765.0,85290.0,1,31649.0
83177,154.00,1280.00,4,2,11,10,2,8,6,21,37553.0,23900.0,58393.0,37553.0,37553.0,37553.0,2,20840.0
83178,206.00,1681.00,5,2,10,10,2,8,6,21,101986.0,93261.0,89899.0,101986.0,101487.0,101986.0,0,0.0
83179,216.00,1674.00,5,2,10,10,2,8,6,21,143115.0,78402.0,129909.0,143115.0,142615.0,143115.0,0,0.0
83180,187.00,1513.00,5,2,10,10,2,8,6,21,108364.0,89630.0,93534.0,108364.0,89727.0,108364.0,0,0.0
83181,154.00,1394.00,5,2,10,10,2,8,6,21,25320.0,54938.0,41354.0,25320.0,25320.0,25320.0,1,29618.0
83182,187.00,1519.00,5,2,10,10,2,8,6,21,68457.0,58614.0,68479.0,68457.0,67903.0,68457.0,0,0.0
83183,206.00,1613.00,5,2,10,10,2,8,6,21,87198.0,123277.0,57742.0,87198.0,86700.0,87198.0,1,36079.0
83184,216.00,1655.00,5,2,10,10,2,8,6,21,97649.0,89614.0,99228.0,97649.0,97148.0,97649.0,2,1579.0
83185,154.00,1462.00,5,2,10,10,2,8,6,21,103807.0,116035.0,101101.0,103807.0,103802.0,103807.0,1,12228.0
83186,206.00,1622.00,5,2,10,10,2,8,6,21,94662.0,76999.0,105534.0,94662.0,94165.0,94662.0,2,10872.0
83187,154.00,1551.00,5,2,10,10,2,8,6,21,61762.0,53915.0,73513.0,61762.0,61762.0,61762.0,2,11751.0
83188,154.00,1462.00,5,2,10,10,2,8,6,21,55437.0,85499.0,64454.0,55437.0,55699.0,55437.0,1,30062.0
83189,154.00,1394.00,5,2,10,10,2,8,6,21,60622.0,78360.0,52344.0,60622.0,60622.0,60622.0,1,17738.0
83190,216.00,1655.00,5,2,10,10,2,8,6,21,75768.0,77392.0,74963.0,75768.0,75269.0,75768.0,1,1624.0
83191,154.00,1384.00,5,2,10,10,2,8,6,21,91654.0,107674.0,81008.0,91654.0,91654.0,91654.0,1,16020.0
83192,154.00,1384.00,5,2,10,10,2,8,6,21,82723.0,45896.0,65592.0,82723.0,82723.0,82723.0,0,0.0
83193,206.00,1622.00,5,2,10,10,2,8,6,21,69037.0,87447.0,63072.0,69037.0,68537.0,69037.0,1,18410.0
83194,206.00,1622.00,5,2,10,10,2,8,6,21,58022.0,72857.0,69171.0,58022.0,57521.0,58022.0,1,14835.0
83195,216.00,1655.00,5,2,10,10,2,8,6,21,137844.0,91981.0,116391.0,137844.0,137345.0,137844.0,0,0.0
