seed,p_milk,cash,cow_count,shed_wheat,hands,quads,score_0,score_1,score_2,score_3,score_4,best_n,gain_vs_base4
42394,154.00,1384.00,5,10,10,2,70213.0,61145.0,61145.0,70213.0,70213.0,4,0.0
42395,187.00,1516.00,5,10,10,2,70211.0,71897.0,72879.0,70207.0,70211.0,2,2668.0
42396,154.00,1391.00,5,10,10,2,68893.0,69247.0,69247.0,68884.0,68893.0,1,354.0
42397,206.00,1603.00,5,10,10,2,54617.0,54179.0,53678.0,54617.0,54615.0,0,2.0
42398,154.00,1394.00,5,10,10,2,28036.0,45839.0,45839.0,28036.0,28036.0,1,17803.0
42399,216.00,1665.00,5,10,10,2,93382.0,92833.0,92335.0,93382.0,93382.0,4,0.0
42400,206.00,1693.00,5,10,10,2,90289.0,96031.0,95531.0,90289.0,90289.0,1,5742.0
42401,187.00,1519.00,5,10,10,2,72290.0,74411.0,68762.0,72291.0,72291.0,1,2120.0
42402,216.00,1662.00,5,10,10,2,92433.0,95620.0,95121.0,92437.0,92437.0,1,3183.0
42403,154.00,1384.00,5,10,10,2,54396.0,55743.0,55743.0,54396.0,54396.0,1,1347.0
42404,154.00,1384.00,5,10,10,2,56117.0,69981.0,69981.0,56106.0,56117.0,1,13864.0
42405,206.00,1693.00,5,10,10,2,82614.0,88039.0,87538.0,82614.0,82614.0,1,5425.0
42406,154.00,1391.00,5,10,10,2,51426.0,53369.0,53369.0,51426.0,51426.0,1,1943.0
42407,154.00,1394.00,5,10,10,2,69361.0,64957.0,64957.0,69361.0,69361.0,4,0.0
42408,187.00,1563.00,5,11,10,2,76455.0,75907.0,126736.0,76455.0,76438.0,2,50298.0
42409,206.00,1610.00,5,10,10,2,92183.0,91521.0,91022.0,92178.0,92178.0,0,5.0
42410,216.00,1665.00,5,10,10,2,84903.0,84755.0,84257.0,84911.0,84911.0,4,0.0
42411,187.00,1676.00,5,10,10,2,101976.0,107583.0,111959.0,101976.0,101976.0,2,9983.0
42412,206.00,1681.00,5,10,10,2,63465.0,68785.0,68287.0,63474.0,63474.0,1,5311.0
42413,187.00,1676.00,5,10,10,2,72044.0,77619.0,80655.0,72030.0,72030.0,2,8625.0
42414,187.00,1516.00,5,10,10,2,77132.0,77707.0,82045.0,77133.0,77132.0,2,4913.0
42415,187.00,1509.00,5,10,10,2,99910.0,103549.0,84468.0,99910.0,99910.0,1,3639.0
42416,154.00,1542.00,5,10,10,2,77957.0,83269.0,83269.0,77957.0,77957.0,1,5312.0
42417,154.00,1542.00,5,10,10,2,64235.0,82815.0,82815.0,64235.0,64235.0,1,18580.0
42418,187.00,1528.00,5,10,10,2,77178.0,77743.0,79172.0,77178.0,77178.0,2,1994.0
42419,206.00,1613.00,5,10,10,2,100492.0,103507.0,103012.0,100488.0,100488.0,1,3019.0
42420,154.00,1394.00,5,10,10,2,54512.0,62638.0,62638.0,54515.0,54549.0,1,8089.0
42421,206.00,1681.00,5,10,10,2,69507.0,74904.0,74373.0,69484.0,69507.0,1,5397.0
42422,206.00,1607.00,4,11,10,2,95111.0,94502.0,94029.0,95148.0,95111.0,3,37.0
42423,154.00,1398.00,5,10,10,2,75985.0,57076.0,57076.0,75985.0,75985.0,4,0.0
42424,206.00,1613.00,5,10,10,2,91910.0,92471.0,91973.0,91911.0,91911.0,1,560.0
42425,187.00,1509.00,5,10,10,2,63938.0,63173.0,72527.0,63938.0,63938.0,2,8589.0
42426,154.00,1462.00,5,10,10,2,64616.0,68023.0,68015.0,64616.0,64616.0,1,3407.0
42427,206.00,1610.00,5,10,10,2,87657.0,88708.0,88209.0,87657.0,87657.0,1,1051.0
42428,187.00,1509.00,5,10,10,2,72020.0,71789.0,102510.0,72020.0,72021.0,2,30489.0
42429,154.00,1394.00,5,10,10,2,42149.0,22327.0,22327.0,42149.0,42149.0,4,0.0
42430,216.00,1655.00,5,10,10,2,120005.0,120125.0,119597.0,119997.0,120005.0,1,120.0
42431,187.00,1676.00,5,10,10,2,104443.0,108866.0,108465.0,104433.0,104433.0,1,4433.0
42432,187.00,1519.00,5,10,10,2,85039.0,84754.0,87940.0,85031.0,85031.0,2,2909.0
42433,206.00,1693.00,5,10,10,2,117175.0,121349.0,120853.0,117175.0,117187.0,1,4162.0
42434,154.00,1462.00,5,10,10,2,101124.0,115684.0,115902.0,101124.0,101124.0,2,14778.0
42435,206.00,1603.00,5,10,10,2,85720.0,85046.0,84548.0,85720.0,85728.0,4,0.0
42436,206.00,1610.00,5,10,10,2,42857.0,42343.0,41842.0,42865.0,42857.0,3,8.0
42437,216.00,1655.00,5,10,10,2,96578.0,98388.0,97890.0,96578.0,96578.0,1,1810.0
42438,206.00,1610.00,5,10,10,2,44484.0,43837.0,43338.0,44495.0,44484.0,3,11.0
42439,154.00,1384.00,5,10,10,2,106873.0,104870.0,104870.0,106873.0,106873.0,4,0.0
42440,154.00,1394.00,5,10,10,2,54186.0,34420.0,34420.0,54186.0,54186.0,4,0.0
42441,187.00,1509.00,5,10,10,2,77677.0,77764.0,100088.0,77677.0,77707.0,2,22381.0
42442,206.00,1603.00,5,10,10,2,92929.0,92617.0,92116.0,92929.0,92929.0,4,0.0
42443,154.00,1384.00,5,10,10,2,65362.0,56100.0,56100.0,65362.0,65362.0,4,0.0
42444,187.00,1516.00,5,10,10,2,58779.0,58318.0,91467.0,58781.0,58779.0,2,32688.0
42445,154.00,1384.00,5,10,10,2,95847.0,99295.0,99295.0,95847.0,95847.0,1,3448.0
42446,206.00,1603.00,5,10,10,2,76770.0,80679.0,80180.0,76764.0,76764.0,1,3915.0
42447,206.00,1681.00,5,10,10,2,89774.0,93783.0,93318.0,89805.0,89805.0,1,3978.0
42448,216.00,1662.00,5,10,10,2,147944.0,153546.0,153048.0,147939.0,147939.0,1,5607.0
42449,206.00,1681.00,5,10,10,2,82585.0,87988.0,87490.0,82574.0,82585.0,1,5403.0
42450,216.00,1662.00,5,10,10,2,83116.0,83981.0,83480.0,83119.0,83119.0,1,862.0
42451,206.00,1613.00,4,11,10,2,120922.0,121156.0,120565.0,120890.0,120890.0,1,266.0
42452,187.00,1516.00,5,10,10,2,115639.0,116344.0,90187.0,115629.0,115629.0,1,715.0
42453,216.00,1662.00,5,10,10,2,96169.0,95798.0,95297.0,96169.0,96168.0,4,0.0
42454,154.00,1384.00,5,10,10,2,49963.0,39616.0,39616.0,49963.0,49963.0,4,0.0
42455,154.00,1391.00,5,10,10,2,47481.0,39043.0,39043.0,47481.0,47496.0,4,0.0
42456,154.00,1560.00,5,10,10,2,61017.0,55817.0,55817.0,61017.0,61017.0,4,0.0
42457,154.00,1391.00,5,10,10,2,58482.0,63542.0,63542.0,58482.0,58482.0,1,5060.0
42458,187.00,1516.00,5,10,10,2,101565.0,102442.0,81346.0,101565.0,101569.0,1,873.0
42459,154.00,1403.00,5,10,10,2,53357.0,33754.0,48485.0,53368.0,53357.0,3,11.0
42460,206.00,1681.00,5,10,10,2,89510.0,95038.0,94490.0,89304.0,89292.0,1,5746.0
42461,206.00,1610.00,5,10,10,2,91138.0,91668.0,91167.0,91138.0,91138.0,1,530.0
42462,216.00,1662.00,5,10,10,2,101724.0,101130.0,100631.0,101721.0,101724.0,4,0.0
42463,206.00,1603.00,5,10,10,2,95588.0,96384.0,95883.0,95588.0,95585.0,1,799.0
42464,187.00,1516.00,5,10,10,2,50309.0,49821.0,33595.0,50309.0,50320.0,4,0.0
42465,187.00,1512.00,5,10,10,2,85549.0,85212.0,105130.0,85560.0,85549.0,2,19581.0
42466,154.00,1397.00,5,10,10,2,51553.0,42658.0,42658.0,51553.0,51548.0,0,5.0
42467,206.00,1681.00,5,10,10,2,109159.0,113694.0,113193.0,109159.0,109159.0,1,4535.0
42468,206.00,1603.00,5,10,10,2,89753.0,90423.0,89922.0,89758.0,89758.0,1,665.0
42469,154.00,1384.00,5,10,10,2,104178.0,71352.0,71352.0,104178.0,104178.0,4,0.0
42470,187.00,1398.00,5,11,10,2,58571.0,40301.0,40301.0,58571.0,58571.0,4,0.0
42471,206.00,1493.00,4,11,10,2,70803.0,72268.0,71895.0,70803.0,70803.0,1,1465.0
42472,187.00,1528.00,5,10,10,2,55770.0,55271.0,83366.0,55757.0,55770.0,2,27596.0
42473,216.00,1674.00,5,10,10,2,129516.0,130483.0,129986.0,129512.0,129512.0,1,971.0
42474,154.00,1391.00,5,10,10,2,46299.0,38026.0,38026.0,46306.0,46299.0,3,7.0
42475,187.00,1509.00,5,10,10,2,57802.0,58959.0,67289.0,57802.0,57796.0,2,9493.0
42476,206.00,1693.00,5,10,10,2,90887.0,96326.0,95826.0,90884.0,90887.0,1,5439.0
42477,206.00,1603.00,5,10,10,2,88795.0,88528.0,88029.0,88795.0,88795.0,4,0.0
42478,206.00,1613.00,5,10,10,2,87929.0,87544.0,87045.0,87919.0,87919.0,0,10.0
42479,154.00,1474.00,5,10,10,2,50292.0,58487.0,58487.0,50292.0,50292.0,1,8195.0
42480,154.00,1462.00,5,10,10,2,93362.0,105690.0,105910.0,93369.0,93369.0,2,12541.0
42481,154.00,1560.00,5,10,10,2,54313.0,59947.0,59947.0,54303.0,54303.0,1,5644.0
42482,216.00,1662.00,5,10,10,2,103875.0,103352.0,102853.0,103875.0,103878.0,4,0.0
42483,154.00,1384.00,5,10,10,2,66865.0,45698.0,45698.0,66865.0,66865.0,4,0.0
42484,187.00,1667.00,5,10,10,2,80128.0,85242.0,85904.0,80128.0,80111.0,2,5793.0
42485,206.00,1613.00,5,10,10,2,69362.0,69243.0,68742.0,69362.0,69365.0,4,0.0
42486,187.00,1516.00,5,10,10,2,99334.0,100815.0,93918.0,99339.0,99339.0,1,1476.0
42487,154.00,1391.00,5,10,10,2,55924.0,37939.0,37939.0,55920.0,55920.0,0,4.0
42488,216.00,1662.00,5,10,10,2,118243.0,118880.0,118381.0,118243.0,118243.0,1,637.0
42489,216.00,1658.00,5,10,10,2,116425.0,121261.0,120763.0,116425.0,116419.0,1,4842.0
42490,206.00,1603.00,5,10,10,2,80007.0,79487.0,78986.0,80007.0,80007.0,4,0.0
42491,187.00,1528.00,5,10,10,2,117095.0,117619.0,67243.0,117095.0,117095.0,1,524.0
42492,154.00,1398.00,5,10,10,2,70575.0,68552.0,68552.0,70571.0,70571.0,0,4.0
42493,187.00,1528.00,5,10,10,2,44833.0,44365.0,55984.0,44823.0,44823.0,2,11161.0
42494,216.00,1655.00,5,10,10,2,72030.0,69561.0,69060.0,72030.0,72024.0,0,6.0
42495,154.00,1391.00,5,10,10,2,72991.0,64456.0,64456.0,72991.0,72991.0,4,0.0
42496,154.00,1403.00,5,10,10,2,27936.0,20251.0,20379.0,27932.0,27936.0,4,0.0
42497,187.00,1519.00,5,10,10,2,39133.0,38520.0,34378.0,39133.0,39133.0,4,0.0
42498,154.00,1391.00,5,10,10,2,43374.0,24259.0,24259.0,43363.0,43374.0,4,0.0
42499,216.00,1665.00,5,10,10,2,75481.0,74978.0,74477.0,75481.0,75481.0,4,0.0
42500,154.00,1394.00,5,10,10,2,58260.0,52507.0,52507.0,58260.0,58260.0,4,0.0
42501,187.00,1509.00,5,10,10,2,68257.0,67563.0,52831.0,68257.0,68257.0,4,0.0
42502,187.00,1399.00,4,11,10,2,43477.0,43112.0,43112.0,43477.0,43477.0,4,0.0
42503,206.00,1613.00,5,10,10,2,113440.0,110750.0,110251.0,113452.0,113452.0,4,0.0
42504,154.00,1394.00,5,10,10,2,67512.0,56644.0,56644.0,67515.0,67515.0,4,0.0
42505,187.00,1676.00,5,10,10,2,93206.0,98947.0,116988.0,93206.0,93211.0,2,23777.0
42506,154.00,1403.00,5,10,10,2,44625.0,53936.0,53929.0,44634.0,44634.0,1,9302.0
42507,187.00,1509.00,5,10,10,2,80702.0,81342.0,89824.0,80702.0,80704.0,2,9120.0
42508,154.00,1551.00,5,10,10,2,55733.0,56332.0,56332.0,55733.0,55749.0,1,583.0
42509,206.00,1622.00,5,10,10,2,67367.0,69284.0,68788.0,67367.0,67367.0,1,1917.0
42510,187.00,1404.00,5,11,10,2,38136.0,37621.0,58916.0,38128.0,38136.0,2,20780.0
42511,187.00,1509.00,5,10,10,2,63784.0,67063.0,57655.0,63784.0,63784.0,1,3279.0
42512,216.00,1655.00,5,10,10,2,122002.0,123637.0,123136.0,122002.0,122005.0,1,1632.0
42513,216.00,1655.00,5,10,10,2,88608.0,88120.0,87622.0,88608.0,88608.0,4,0.0
42514,154.00,1542.00,5,10,10,2,73764.0,80362.0,80362.0,73764.0,73763.0,1,6599.0
42515,216.00,1655.00,5,10,10,2,81754.0,81211.0,80712.0,81763.0,81763.0,4,0.0
42516,206.00,1603.00,5,10,10,2,89864.0,90817.0,90316.0,89865.0,89865.0,1,952.0
42517,206.00,1613.00,5,10,10,2,80834.0,81005.0,80504.0,80834.0,80834.0,1,171.0
42518,154.00,1394.00,5,10,10,2,26040.0,32826.0,32826.0,26040.0,26039.0,1,6787.0
42519,187.00,1516.00,5,10,10,2,61500.0,63572.0,72936.0,61500.0,61500.0,2,11436.0
42520,206.00,1603.00,5,10,10,2,58764.0,58001.0,57503.0,58764.0,58764.0,4,0.0
42521,187.00,1528.00,5,10,10,2,83464.0,83807.0,68549.0,83454.0,83454.0,1,353.0
42522,206.00,1622.00,5,10,10,2,73307.0,72734.0,72233.0,73307.0,73315.0,4,0.0
42523,187.00,1516.00,5,10,10,2,87027.0,87907.0,85585.0,87027.0,87027.0,1,880.0
42524,216.00,1674.00,5,10,10,2,124315.0,124962.0,124461.0,124315.0,124315.0,1,647.0
42525,206.00,1609.00,5,10,10,2,103406.0,103863.0,103365.0,103384.0,103406.0,1,457.0
42526,187.00,1560.00,4,11,10,2,128379.0,133840.0,96611.0,128379.0,128379.0,1,5461.0
42527,154.00,1391.00,5,10,10,2,57718.0,64809.0,64809.0,57718.0,57714.0,1,7095.0
42528,154.00,1542.00,5,10,10,2,66321.0,71476.0,71476.0,66321.0,66321.0,1,5155.0
42529,206.00,1603.00,5,10,10,2,40710.0,39960.0,39462.0,40702.0,40710.0,4,0.0
42530,216.00,1662.00,5,10,10,2,120035.0,119783.0,119282.0,120034.0,120034.0,4,0.0
42531,187.00,1528.00,5,10,10,2,57086.0,56583.0,54656.0,57086.0,57086.0,4,0.0
42532,216.00,1655.00,5,10,10,2,122241.0,126214.0,125716.0,122234.0,122241.0,1,3973.0
42533,206.00,1603.00,5,10,10,2,46404.0,45877.0,45379.0,46404.0,46396.0,0,8.0
42534,187.00,1531.00,5,10,10,2,100907.0,105585.0,101239.0,100907.0,100910.0,1,4675.0
42535,154.00,1394.00,5,10,10,2,36194.0,21188.0,21188.0,36194.0,36194.0,4,0.0
42536,154.00,1391.00,5,10,10,2,60437.0,58882.0,58882.0,60429.0,60437.0,4,0.0
42537,187.00,1667.00,5,10,10,2,103021.0,108620.0,100755.0,103021.0,103011.0,1,5609.0
42538,206.00,1613.00,5,10,10,2,117427.0,122823.0,122324.0,117427.0,117427.0,1,5396.0
42539,216.00,1550.00,5,11,10,2,104845.0,104299.0,103751.0,104845.0,104831.0,0,14.0
42540,216.00,1655.00,5,10,10,2,126280.0,126915.0,126414.0,126280.0,126281.0,1,634.0
42541,206.00,1622.00,5,10,10,2,73747.0,76607.0,76110.0,73747.0,73741.0,1,2866.0
42542,154.00,1560.00,5,10,10,2,77764.0,83505.0,83505.0,77764.0,77764.0,1,5741.0
42543,206.00,1622.00,5,10,10,2,107960.0,108249.0,107753.0,107960.0,107946.0,1,303.0
42544,216.00,1674.00,5,10,10,2,131785.0,135807.0,135310.0,131776.0,131785.0,1,4022.0
42545,206.00,1613.00,5,10,10,2,62972.0,62617.0,62116.0,62967.0,62972.0,4,0.0
42546,154.00,1391.00,5,10,10,2,66139.0,44147.0,44147.0,66133.0,66133.0,0,6.0
42547,187.00,1671.00,5,10,10,2,93612.0,98885.0,96984.0,93612.0,93598.0,1,5287.0
42548,206.00,1693.00,5,10,10,2,111208.0,116590.0,116089.0,111208.0,111199.0,1,5391.0
42549,206.00,1610.00,5,10,10,2,49942.0,53180.0,52697.0,49888.0,49786.0,1,3394.0
42550,187.00,1528.00,5,10,10,2,103735.0,104311.0,73292.0,103743.0,103743.0,1,568.0
42551,154.00,1391.00,5,10,10,2,51306.0,57683.0,57683.0,51306.0,51298.0,1,6385.0
42552,187.00,1676.00,5,10,10,2,83553.0,88994.0,89030.0,83543.0,83543.0,2,5487.0
42553,206.00,1603.00,5,10,10,2,100233.0,101311.0,100810.0,100233.0,100233.0,1,1078.0
42554,206.00,1603.00,5,10,10,2,80509.0,85049.0,84551.0,80509.0,80501.0,1,4548.0
42555,206.00,1617.00,5,10,10,2,92483.0,92145.0,91676.0,92477.0,92506.0,4,0.0
42556,154.00,1388.00,5,10,10,2,58644.0,46338.0,46338.0,58644.0,58644.0,4,0.0
42557,154.00,1384.00,5,10,10,2,60120.0,59476.0,59476.0,60120.0,60120.0,4,0.0
42558,206.00,1613.00,5,10,10,2,85528.0,86391.0,85893.0,85534.0,85534.0,1,857.0
42559,206.00,1613.00,5,10,10,2,91839.0,91046.0,90548.0,91831.0,91839.0,4,0.0
42560,154.00,1391.00,5,10,10,2,57633.0,71067.0,71067.0,57631.0,57633.0,1,13434.0
42561,187.00,1516.00,5,10,10,2,93571.0,93137.0,118481.0,93571.0,93561.0,2,24920.0
42562,187.00,1509.00,5,10,10,2,52019.0,51558.0,66430.0,52024.0,52024.0,2,14406.0
42563,187.00,1519.00,5,10,10,2,60782.0,65872.0,83722.0,60782.0,60782.0,2,22940.0
42564,187.00,1667.00,5,10,10,2,95480.0,100517.0,96956.0,95480.0,95480.0,1,5037.0
42565,206.00,1693.00,5,10,10,2,115755.0,120350.0,119853.0,115755.0,115748.0,1,4602.0
42566,154.00,1462.00,5,10,10,2,70898.0,89123.0,89339.0,70898.0,70906.0,2,18433.0
42567,187.00,1509.00,5,10,10,2,84300.0,85347.0,90627.0,84295.0,84300.0,2,6327.0
42568,154.00,1474.00,5,10,10,2,68627.0,87107.0,87107.0,68627.0,68634.0,1,18473.0
42569,187.00,1516.00,5,10,10,2,64676.0,65853.0,46999.0,64676.0,64676.0,1,1177.0
42570,206.00,1603.00,5,10,10,2,79792.0,83955.0,83454.0,79792.0,79790.0,1,4165.0
42571,154.00,1273.00,5,11,10,2,51766.0,81266.0,81266.0,51766.0,51766.0,1,29500.0
42572,154.00,1551.00,5,10,10,2,57357.0,106076.0,106076.0,57353.0,57357.0,1,48719.0
42573,154.00,1382.00,5,10,10,2,36444.0,63127.0,63127.0,36444.0,36444.0,1,26683.0
42574,154.00,1391.00,5,10,10,2,79408.0,73260.0,73260.0,79408.0,79421.0,4,0.0
42575,187.00,1509.00,5,10,10,2,42730.0,41975.0,46378.0,42730.0,42730.0,2,3648.0
42576,187.00,1519.00,5,10,10,2,93117.0,92549.0,109611.0,93102.0,93102.0,2,16509.0
42577,216.00,1665.00,5,10,10,2,134658.0,131957.0,131456.0,134658.0,134658.0,4,0.0
42578,154.00,1384.00,5,10,10,2,73449.0,94130.0,94130.0,73449.0,73449.0,1,20681.0
42579,187.00,1516.00,5,10,10,2,103702.0,106934.0,99794.0,103702.0,103702.0,1,3232.0
42580,187.00,1509.00,5,10,10,2,112901.0,116262.0,62322.0,112901.0,112901.0,1,3361.0
42581,216.00,1674.00,5,10,10,2,74380.0,74232.0,73735.0,74388.0,74380.0,3,8.0
42582,206.00,1613.00,5,10,10,2,60278.0,59839.0,59341.0,60278.0,60278.0,4,0.0
42583,154.00,1391.00,5,10,10,2,65696.0,68974.0,68974.0,65696.0,65688.0,1,3286.0
42584,154.00,1394.00,5,10,10,2,67499.0,67554.0,67554.0,67499.0,67499.0,1,55.0
42585,206.00,1613.00,5,10,10,2,88889.0,92837.0,92336.0,88885.0,88885.0,1,3952.0
42586,154.00,1542.00,5,10,10,2,66382.0,91001.0,91001.0,66385.0,66385.0,1,24616.0
42587,154.00,1388.00,5,10,10,2,68855.0,100451.0,100451.0,68855.0,68855.0,1,31596.0
42588,206.00,1493.00,4,11,10,2,52256.0,51960.0,51515.0,52256.0,52256.0,4,0.0
42589,216.00,1655.00,5,10,10,2,94005.0,94258.0,93757.0,94005.0,94002.0,1,256.0
42590,154.00,1277.00,4,11,10,2,68508.0,61671.0,61671.0,68508.0,68492.0,0,16.0
42591,206.00,1681.00,5,10,10,2,66057.0,71448.0,70947.0,66048.0,66057.0,1,5391.0
42592,206.00,1610.00,5,10,10,2,73097.0,78028.0,77527.0,73097.0,73097.0,1,4931.0
42593,154.00,1279.00,5,11,10,2,72334.0,50312.0,50312.0,72334.0,72334.0,4,0.0
42594,206.00,1681.00,5,10,10,2,77412.0,81948.0,81447.0,77412.0,77412.0,1,4536.0
42595,206.00,1613.00,5,10,10,2,81037.0,81013.0,80515.0,81069.0,81065.0,3,4.0
42596,154.00,1384.00,5,10,10,2,42897.0,60408.0,60408.0,42897.0,42897.0,1,17511.0
42597,154.00,1384.00,5,10,10,2,61022.0,55466.0,55466.0,61022.0,61022.0,4,0.0
42598,206.00,1613.00,5,10,10,2,89887.0,90831.0,90333.0,89878.0,89887.0,1,944.0
42599,187.00,1667.00,5,10,10,2,68974.0,74153.0,77386.0,68991.0,68974.0,2,8412.0
42600,206.00,1681.00,5,10,10,2,89465.0,93856.0,93357.0,89465.0,89470.0,1,4386.0
42601,154.00,1474.00,5,10,10,2,85497.0,63568.0,63568.0,85497.0,85497.0,4,0.0
42602,154.00,1551.00,5,10,10,2,52896.0,55540.0,55540.0,52896.0,52896.0,1,2644.0
42603,206.00,1610.00,5,10,10,2,80153.0,79750.0,79251.0,80163.0,80163.0,4,0.0
42604,154.00,1551.00,5,10,10,2,62359.0,57715.0,57715.0,62359.0,62359.0,4,0.0
42605,206.00,1613.00,5,10,10,2,115584.0,116420.0,115922.0,115594.0,115594.0,1,826.0
42606,206.00,1610.00,5,10,10,2,56885.0,54674.0,54173.0,56884.0,56885.0,4,0.0
42607,154.00,1384.00,5,10,10,2,34038.0,35011.0,35011.0,34038.0,34038.0,1,973.0
42608,154.00,1551.00,5,10,10,2,55796.0,66863.0,66863.0,55786.0,55786.0,1,11077.0
42609,187.00,1509.00,5,10,10,2,120106.0,120513.0,110358.0,120106.0,120106.0,1,407.0
42610,216.00,1655.00,5,10,10,2,106446.0,105742.0,105241.0,106454.0,106446.0,3,8.0
42611,154.00,1394.00,5,10,10,2,61805.0,69733.0,69733.0,61805.0,61807.0,1,7926.0
42612,216.00,1655.00,5,10,10,2,90880.0,90313.0,89815.0,90884.0,90884.0,4,0.0
42613,187.00,1449.00,4,11,10,2,44857.0,44602.0,82044.0,44890.0,44890.0,2,37154.0
42614,187.00,1516.00,5,10,10,2,85645.0,86455.0,91792.0,85645.0,85650.0,2,6142.0
42615,216.00,1662.00,5,10,10,2,135438.0,137437.0,136936.0,135438.0,135438.0,1,1999.0
42616,206.00,1681.00,5,10,10,2,77941.0,82400.0,81899.0,77939.0,77939.0,1,4461.0
42617,187.00,1519.00,5,10,10,2,67897.0,65072.0,55894.0,67897.0,67889.0,0,8.0
42618,154.00,1394.00,5,10,10,2,39266.0,29314.0,29314.0,39263.0,39266.0,4,0.0
42619,154.00,1474.00,5,10,10,2,49055.0,58619.0,58619.0,49055.0,49067.0,1,9552.0
42620,154.00,1384.00,5,10,10,2,74155.0,70671.0,70671.0,74155.0,74155.0,4,0.0
42621,154.00,1462.00,5,10,10,2,91984.0,93070.0,93291.0,91997.0,91997.0,2,1294.0
42622,187.00,1516.00,5,10,10,2,90929.0,91205.0,118178.0,90923.0,90923.0,2,27255.0
42623,187.00,1509.00,5,10,10,2,68343.0,66171.0,97710.0,68344.0,68344.0,2,29366.0
42624,216.00,1662.00,5,10,10,2,124566.0,125802.0,125301.0,124566.0,124560.0,1,1242.0
42625,154.00,1542.00,4,11,10,2,69584.0,62458.0,62458.0,69584.0,69584.0,4,0.0
42626,154.00,1560.00,5,10,10,2,62336.0,67971.0,67971.0,62342.0,62336.0,1,5635.0
42627,187.00,1519.00,5,10,10,2,41312.0,40683.0,59480.0,41307.0,41307.0,2,18173.0
42628,206.00,1683.00,5,10,10,2,93581.0,99009.0,98492.0,93581.0,93607.0,1,5402.0
42629,154.00,1462.00,5,10,10,2,102771.0,103116.0,103340.0,102779.0,102771.0,2,569.0
42630,187.00,1398.00,5,11,10,2,64619.0,79952.0,79952.0,64619.0,64629.0,1,15323.0
42631,206.00,1681.00,5,10,10,2,109226.0,112850.0,112351.0,109226.0,109226.0,1,3624.0
42632,206.00,1613.00,5,10,10,2,92615.0,93605.0,93107.0,92623.0,92615.0,1,990.0
42633,187.00,1509.00,5,10,10,2,106712.0,108800.0,87897.0,106712.0,106709.0,1,2091.0
42634,206.00,1603.00,5,10,10,2,76003.0,75410.0,74911.0,75994.0,76003.0,4,0.0
42635,216.00,1551.00,4,11,10,2,89398.0,92752.0,92211.0,89398.0,89398.0,1,3354.0
42636,216.00,1662.00,5,10,10,2,117504.0,118100.0,117599.0,117504.0,117504.0,1,596.0
42637,216.00,1655.00,5,10,10,2,113227.0,113979.0,113478.0,113227.0,113224.0,1,755.0
42638,154.00,1462.00,5,10,10,2,91875.0,107263.0,107480.0,91887.0,91875.0,2,15605.0
42639,216.00,1665.00,5,10,10,2,125181.0,125523.0,125022.0,125184.0,125184.0,1,339.0
42640,154.00,1384.00,5,10,10,2,89229.0,68215.0,68215.0,89229.0,89229.0,4,0.0
42641,154.00,1542.00,5,10,10,2,74551.0,111035.0,111035.0,74551.0,74551.0,1,36484.0
42642,206.00,1492.00,5,11,10,2,93483.0,92936.0,92657.0,93478.0,93483.0,4,0.0
42643,206.00,1603.00,5,10,10,2,113133.0,113686.0,113185.0,113133.0,113133.0,1,553.0
42644,154.00,1384.00,5,10,10,2,86751.0,74667.0,74667.0,86751.0,86751.0,4,0.0
42645,187.00,1509.00,5,10,10,2,64393.0,69800.0,80222.0,64393.0,64382.0,2,15840.0
42646,216.00,1662.00,5,10,10,2,107014.0,106411.0,105912.0,107014.0,107009.0,0,5.0
42647,206.00,1603.00,5,10,10,2,95796.0,95190.0,94689.0,95796.0,95792.0,0,4.0
42648,216.00,1655.00,5,10,10,2,121303.0,122012.0,121513.0,121303.0,121303.0,1,709.0
42649,154.00,1542.00,5,10,10,2,70479.0,88702.0,88702.0,70480.0,70480.0,1,18222.0
42650,154.00,1384.00,5,10,10,2,66486.0,64245.0,64245.0,66486.0,66486.0,4,0.0
42651,187.00,1509.00,5,10,10,2,52769.0,52244.0,82739.0,52774.0,52774.0,2,29965.0
42652,154.00,1384.00,5,10,10,2,69420.0,53853.0,53853.0,69420.0,69420.0,4,0.0
42653,216.00,1662.00,5,10,10,2,132893.0,134680.0,134179.0,132893.0,132893.0,1,1787.0
42654,154.00,1391.00,5,10,10,2,58950.0,45840.0,45840.0,58948.0,58948.0,0,2.0
42655,187.00,1509.00,5,10,10,2,58258.0,56058.0,61523.0,58264.0,58264.0,2,3259.0
42656,154.00,1394.00,5,10,10,2,31425.0,29373.0,29373.0,31425.0,31425.0,4,0.0
42657,154.00,1542.00,5,10,10,2,66848.0,71915.0,71915.0,66860.0,66860.0,1,5055.0
42658,206.00,1610.00,5,10,10,2,58636.0,56163.0,55665.0,58631.0,58631.0,0,5.0
42659,187.00,1509.00,5,10,10,2,95266.0,96310.0,104709.0,95263.0,95263.0,2,9446.0
42660,216.00,1655.00,4,11,10,2,115344.0,120921.0,120377.0,115498.0,115344.0,1,5577.0
42661,187.00,1509.00,5,10,10,2,71008.0,73074.0,87045.0,71008.0,71006.0,2,16039.0
42662,154.00,1394.00,5,10,10,2,45608.0,43164.0,43164.0,45608.0,45608.0,4,0.0
42663,154.00,1384.00,5,10,10,2,85379.0,62500.0,62500.0,85379.0,85379.0,4,0.0
