seed,opp_type,p_milk,cash,cows,sheep,shed_wheat,hands,quads,day,unwatered,mature,opp_cash,opp_cows,opp_sheep,opp_quads,opp_workers,opp_straws,score_a0,score_a1,score_a2,score_a3,score_a4,score_a5,best_a,gain_vs_a0,alpha_label
174887,1,187.00,1676.00,5,2,10,10,2,8,6,21,1676.00,5,2,2,10,6,90373.0,80046.0,110885.0,90373.0,104592.0,90373.0,2,20512.0,2
174888,1,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,122665.0,64690.0,102259.0,122665.0,122168.0,122665.0,0,0.0,0
174889,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,117088.0,73156.0,91900.0,117088.0,116587.0,117088.0,0,0.0,0
174890,1,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,110020.0,106536.0,122630.0,110020.0,109519.0,110020.0,2,12610.0,2
174891,1,216.00,1674.00,5,2,10,10,2,8,6,21,1674.00,5,2,2,10,6,140061.0,146299.0,147671.0,140061.0,139560.0,140061.0,2,7610.0,2
174892,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,63765.0,114958.0,78427.0,63765.0,63266.0,63765.0,1,51193.0,2
174893,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,69729.0,36073.0,65803.0,69729.0,69729.0,69729.0,0,0.0,0
174894,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,87136.0,96328.0,91152.0,87136.0,86635.0,87136.0,1,9192.0,2
174895,1,154.00,1403.00,5,2,10,10,2,8,6,21,1403.00,5,2,2,10,6,24111.0,47875.0,37445.0,24111.0,24104.0,24111.0,1,23764.0,2
174896,1,187.00,1404.00,5,1,11,10,2,8,6,21,1523.00,5,2,2,10,6,98638.0,76279.0,61331.0,98638.0,68926.0,98638.0,0,0.0,0
174897,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,53730.0,81620.0,49497.0,53730.0,53730.0,53730.0,1,27890.0,2
174898,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,95638.0,75177.0,78628.0,95638.0,95638.0,95638.0,0,0.0,0
174899,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,59702.0,61271.0,56781.0,59702.0,59946.0,59702.0,1,1569.0,1
174900,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,50344.0,90324.0,56156.0,50344.0,49843.0,50344.0,1,39980.0,2
174901,1,154.00,1564.00,5,2,10,10,2,8,6,21,1443.00,5,1,2,10,6,77509.0,96001.0,75539.0,77509.0,77509.0,77509.0,1,18492.0,2
174902,1,206.00,1606.00,5,2,10,10,2,8,6,21,1493.00,4,2,2,10,6,57111.0,47780.0,64922.0,57111.0,56582.0,57111.0,2,7811.0,2
174903,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,104447.0,90845.0,84778.0,104447.0,102722.0,104447.0,0,0.0,0
174904,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,80335.0,35567.0,78360.0,80335.0,79837.0,80335.0,0,0.0,0
174905,1,154.00,1560.00,5,2,10,10,2,8,6,21,1560.00,5,2,2,10,6,53604.0,61396.0,71741.0,53604.0,53604.0,53604.0,2,18137.0,2
174906,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,110065.0,83010.0,100245.0,110065.0,102416.0,110065.0,0,0.0,0
174907,1,206.00,1569.00,5,1,11,10,2,8,6,21,1684.00,5,2,2,10,6,102238.0,31909.0,132980.0,102238.0,101689.0,102238.0,2,30742.0,2
174908,1,187.00,1676.00,5,2,10,10,2,8,6,21,1676.00,5,2,2,10,6,95848.0,96946.0,95345.0,95848.0,97167.0,95848.0,4,1319.0,1
174909,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,4,2,2,10,6,48720.0,82590.0,41545.0,48720.0,48720.0,48720.0,1,33870.0,2
174910,1,154.00,1391.00,4,2,11,10,2,8,6,21,1391.00,5,2,2,10,6,42292.0,85858.0,42424.0,42292.0,42292.0,42292.0,1,43566.0,2
174911,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,53108.0,91824.0,52215.0,53108.0,75778.0,53108.0,1,38716.0,2
174912,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,85237.0,84733.0,69568.0,85237.0,70479.0,85237.0,0,0.0,0
174913,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,81784.0,56663.0,85470.0,81784.0,81784.0,81784.0,2,3686.0,2
174914,1,187.00,1528.00,5,2,10,10,2,8,6,21,1528.00,5,2,2,10,6,66981.0,36454.0,73794.0,66981.0,50891.0,66981.0,2,6813.0,2
174915,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,91391.0,55350.0,114714.0,91391.0,86332.0,91391.0,2,23323.0,2
174916,1,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,95457.0,103308.0,95313.0,95457.0,94958.0,95457.0,1,7851.0,2
174917,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,85510.0,70941.0,84005.0,85510.0,85009.0,85510.0,0,0.0,0
174918,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,38728.0,82773.0,26008.0,38728.0,38728.0,38728.0,1,44045.0,2
174919,1,154.00,1384.00,5,2,10,10,2,8,6,20,1384.00,5,2,2,10,6,62404.0,88476.0,61443.0,62404.0,62404.0,62404.0,1,26072.0,2
174920,1,206.00,1622.00,5,2,10,10,2,8,6,21,1622.00,5,2,2,10,6,69651.0,74017.0,90478.0,69651.0,69150.0,69651.0,2,20827.0,2
174921,1,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,106428.0,103387.0,101921.0,106428.0,105927.0,106428.0,0,0.0,0
174922,1,187.00,1399.00,4,2,11,10,2,8,6,21,1512.00,5,2,2,10,6,75149.0,87487.0,114080.0,75149.0,75149.0,75149.0,2,38931.0,2
174923,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,65276.0,111498.0,67485.0,65276.0,65494.0,65276.0,1,46222.0,2
174924,1,154.00,1551.00,5,2,10,10,2,8,6,21,1551.00,5,2,2,10,6,72561.0,60772.0,65866.0,72561.0,72561.0,72561.0,0,0.0,0
174925,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,86015.0,53560.0,81976.0,86015.0,74360.0,86015.0,0,0.0,0
174926,1,206.00,1609.00,5,2,10,10,2,8,6,21,1543.00,4,2,2,10,6,105653.0,100098.0,105052.0,105653.0,105155.0,105653.0,0,0.0,0
174927,1,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,100519.0,28168.0,97288.0,100519.0,100018.0,100519.0,0,0.0,0
174928,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,66182.0,73494.0,86834.0,66182.0,65684.0,66182.0,2,20652.0,2
174929,1,216.00,1557.00,5,1,11,10,2,8,6,21,1678.00,5,2,2,10,6,109032.0,54106.0,114510.0,109032.0,108493.0,109032.0,2,5478.0,2
174930,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,146998.0,94905.0,107483.0,146998.0,146499.0,146998.0,0,0.0,0
174931,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,81362.0,46758.0,81622.0,81362.0,81470.0,81362.0,2,260.0,0
174932,1,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,52731.0,54521.0,50480.0,52731.0,35640.0,52731.0,1,1790.0,1
174933,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,117523.0,117024.0,112318.0,117523.0,108525.0,117523.0,0,0.0,0
174934,1,187.00,1399.00,4,2,11,10,2,8,6,21,1512.00,5,2,2,10,6,72219.0,68878.0,63584.0,72219.0,72219.0,72219.0,0,0.0,0
174935,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,50901.0,28123.0,25205.0,50901.0,50901.0,50901.0,0,0.0,0
174936,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,62334.0,50494.0,77437.0,62334.0,79418.0,62334.0,4,17084.0,2
174937,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,143208.0,143369.0,127504.0,143208.0,142707.0,143208.0,1,161.0,0
174938,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,68419.0,105107.0,85387.0,68419.0,68411.0,68419.0,1,36688.0,2
174939,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,90525.0,88791.0,126100.0,90525.0,92380.0,90525.0,2,35575.0,2
174940,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,90293.0,57866.0,80904.0,90293.0,90293.0,90293.0,0,0.0,0
174941,1,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,97097.0,54182.0,47859.0,97097.0,61681.0,97097.0,0,0.0,0
174942,1,154.00,1551.00,5,2,10,10,2,8,6,21,1551.00,5,2,2,10,6,67485.0,113531.0,54428.0,67485.0,67485.0,67485.0,1,46046.0,2
174943,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,50569.0,58634.0,51208.0,50569.0,69461.0,50569.0,4,18892.0,2
174944,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,91957.0,69421.0,77294.0,91957.0,91957.0,91957.0,0,0.0,0
174945,1,216.00,1550.00,5,1,11,10,2,8,6,21,1669.00,5,2,2,10,6,84721.0,98868.0,79431.0,84737.0,84186.0,84721.0,1,14147.0,2
174946,1,154.00,1273.00,5,1,11,10,2,8,6,21,1388.00,5,2,2,10,6,42654.0,55932.0,61669.0,42654.0,42654.0,42654.0,2,19015.0,2
174947,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,62589.0,72560.0,50561.0,62589.0,62589.0,62589.0,1,9971.0,2
174948,1,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,67308.0,113431.0,66601.0,67308.0,52444.0,67308.0,1,46123.0,2
174949,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,69734.0,82118.0,66220.0,69734.0,69734.0,69734.0,1,12384.0,2
174950,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,70496.0,84249.0,85835.0,70496.0,70714.0,70496.0,2,15339.0,2
174951,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,76251.0,77692.0,76666.0,76251.0,76251.0,76251.0,1,1441.0,1
174952,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,57364.0,48532.0,76801.0,57364.0,57364.0,57364.0,2,19437.0,2
174953,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,56330.0,98993.0,81250.0,56330.0,55831.0,56330.0,1,42663.0,2
174954,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,103351.0,97115.0,117571.0,103351.0,102852.0,103351.0,2,14220.0,2
174955,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,61605.0,63882.0,48298.0,61605.0,61605.0,61605.0,1,2277.0,2
174956,1,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,88778.0,128015.0,88689.0,88778.0,88279.0,88778.0,1,39237.0,2
174957,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,69936.0,82651.0,66502.0,69936.0,69936.0,69936.0,1,12715.0,2
174958,1,187.00,1531.00,5,2,10,10,2,8,6,21,1412.00,4,2,2,10,6,91046.0,84819.0,75858.0,91046.0,114250.0,91046.0,4,23204.0,2
174959,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,103486.0,106411.0,90812.0,103486.0,102985.0,103486.0,1,2925.0,2
174960,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,80805.0,111153.0,68521.0,80805.0,80805.0,80805.0,1,30348.0,2
174961,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,97988.0,104570.0,90269.0,97988.0,95734.0,97988.0,1,6582.0,2
174962,1,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,78170.0,56303.0,88283.0,78170.0,77669.0,78170.0,2,10113.0,2
174963,1,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,128337.0,70464.0,117210.0,128337.0,127840.0,128337.0,0,0.0,0
174964,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,104229.0,103752.0,98802.0,104229.0,103730.0,104229.0,0,0.0,0
174965,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,63987.0,75642.0,92456.0,63987.0,63486.0,63987.0,2,28469.0,2
174966,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,100078.0,83573.0,113445.0,100078.0,99580.0,100078.0,2,13367.0,2
174967,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,87194.0,109914.0,90534.0,87194.0,87415.0,87194.0,1,22720.0,2
174968,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,72490.0,62565.0,65909.0,72490.0,72490.0,72490.0,0,0.0,0
174969,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,78643.0,115438.0,76646.0,78643.0,78145.0,78643.0,1,36795.0,2
174970,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,37599.0,85415.0,37043.0,37599.0,37599.0,37599.0,1,47816.0,2
174971,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,83538.0,89797.0,82567.0,83538.0,83538.0,83538.0,1,6259.0,2
174972,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,78914.0,88180.0,44485.0,78914.0,78914.0,78914.0,1,9266.0,2
174973,1,154.00,1474.00,5,2,10,10,2,8,6,21,1474.00,5,2,2,10,6,88690.0,137856.0,64619.0,88690.0,88690.0,88690.0,1,49166.0,2
174974,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,85042.0,61347.0,83643.0,85042.0,84544.0,85042.0,0,0.0,0
174975,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,98901.0,71131.0,95763.0,98901.0,98901.0,98901.0,0,0.0,0
174976,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,25052.0,57339.0,21868.0,25052.0,25052.0,25052.0,1,32287.0,2
174977,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,117958.0,110062.0,111469.0,117958.0,117460.0,117958.0,0,0.0,0
174978,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,127963.0,116936.0,104548.0,127963.0,127462.0,127963.0,0,0.0,0
174979,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,117540.0,57416.0,100041.0,117540.0,117041.0,117540.0,0,0.0,0
174980,1,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,122988.0,93141.0,121815.0,122988.0,122489.0,122988.0,0,0.0,0
174981,1,187.00,1528.00,5,2,10,10,2,8,6,21,1528.00,5,2,2,10,6,102912.0,152947.0,81492.0,102912.0,72605.0,102912.0,1,50035.0,2
174982,1,154.00,1555.00,5,2,10,10,2,8,6,21,1434.00,5,1,2,10,6,78084.0,66313.0,62332.0,78084.0,78084.0,78084.0,0,0.0,0
174983,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,49305.0,119177.0,41951.0,49305.0,49305.0,49305.0,1,69872.0,2
174984,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,99737.0,45438.0,81484.0,99737.0,99303.0,99737.0,0,0.0,0
174985,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,74472.0,58729.0,66167.0,74472.0,74465.0,74472.0,0,0.0,0
174986,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,87126.0,91972.0,80955.0,87126.0,87352.0,87126.0,1,4846.0,2
174987,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,69361.0,69147.0,68941.0,69361.0,63734.0,69361.0,0,0.0,0
174988,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,73462.0,50134.0,81361.0,73462.0,72961.0,73462.0,2,7899.0,2
174989,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,108950.0,81547.0,111228.0,108950.0,108950.0,108950.0,2,2278.0,2
174990,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,126580.0,85704.0,98627.0,126580.0,126053.0,126580.0,0,0.0,0
174991,1,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,76390.0,81389.0,75254.0,76389.0,75846.0,76390.0,1,4999.0,2
174992,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,86091.0,49310.0,94146.0,86091.0,86091.0,86091.0,2,8055.0,2
174993,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,99021.0,136558.0,96921.0,99021.0,99013.0,99021.0,1,37537.0,2
174994,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,91359.0,143445.0,88790.0,91359.0,90344.0,91359.0,1,52086.0,2
174995,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,74655.0,108456.0,62104.0,74655.0,74655.0,74655.0,1,33801.0,2
174996,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,60407.0,70839.0,39459.0,60407.0,59906.0,60407.0,1,10432.0,2
174997,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,76489.0,75952.0,79668.0,76489.0,81688.0,76489.0,4,5199.0,2
174998,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,63266.0,34930.0,67140.0,63266.0,63266.0,63266.0,2,3874.0,2
174999,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,75814.0,62562.0,76138.0,75814.0,75814.0,75814.0,2,324.0,0
175000,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,27506.0,40314.0,32945.0,27506.0,27506.0,27506.0,1,12808.0,2
175001,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,92744.0,74096.0,85575.0,92744.0,65697.0,92744.0,0,0.0,0
175002,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,66727.0,68149.0,65563.0,66727.0,66226.0,66727.0,1,1422.0,1
175003,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,111474.0,135890.0,101282.0,111474.0,110976.0,111474.0,1,24416.0,2
175004,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,76676.0,104779.0,85393.0,76676.0,76175.0,76676.0,1,28103.0,2
175005,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,78793.0,110859.0,71567.0,78793.0,119884.0,78793.0,4,41091.0,2
175006,1,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,103364.0,53492.0,95553.0,103364.0,102863.0,103364.0,0,0.0,0
175007,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,87471.0,111362.0,83144.0,87471.0,75506.0,87471.0,1,23891.0,2
175008,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,70888.0,43454.0,63766.0,70888.0,70888.0,70888.0,0,0.0,0
175009,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,28260.0,43538.0,39930.0,28260.0,28260.0,28260.0,1,15278.0,2
175010,1,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,78342.0,90470.0,85860.0,78342.0,77841.0,78342.0,1,12128.0,2
175011,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,82538.0,67849.0,83419.0,82538.0,100684.0,82538.0,4,18146.0,2
175012,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,69715.0,83367.0,89902.0,69715.0,69216.0,69715.0,2,20187.0,2
175013,1,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,102861.0,78951.0,87344.0,102861.0,102360.0,102861.0,0,0.0,0
175014,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,45873.0,85844.0,47819.0,45873.0,45873.0,45873.0,1,39971.0,2
175015,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,40199.0,69866.0,70389.0,40199.0,40199.0,40199.0,2,30190.0,2
175016,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,46693.0,82352.0,51980.0,46693.0,46693.0,46693.0,1,35659.0,2
175017,1,206.00,1570.00,4,2,11,10,2,8,6,21,1683.00,5,2,2,10,6,89001.0,101241.0,96952.0,89011.0,88464.0,89001.0,1,12240.0,2
175018,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,38161.0,99499.0,52375.0,38161.0,38161.0,38161.0,1,61338.0,2
175019,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,60772.0,99041.0,33421.0,60772.0,60772.0,60772.0,1,38269.0,2
175020,1,154.00,1464.00,5,2,10,10,2,8,6,21,1351.00,4,2,2,10,6,66848.0,100946.0,70816.0,66848.0,66841.0,66848.0,1,34098.0,2
175021,1,154.00,1474.00,5,2,10,10,2,8,6,21,1474.00,5,2,2,10,6,54389.0,41148.0,57324.0,54389.0,54389.0,54389.0,2,2935.0,2
175022,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,63561.0,112644.0,74476.0,63561.0,63064.0,63561.0,1,49083.0,2
175023,1,154.00,1354.00,4,2,11,10,2,8,6,21,1354.00,4,2,2,10,6,101832.0,84563.0,75711.0,101832.0,101832.0,101832.0,0,0.0,0
175024,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,125743.0,136659.0,99137.0,125743.0,112125.0,125743.0,1,10916.0,2
175025,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,92969.0,105185.0,90918.0,92969.0,92471.0,92969.0,1,12216.0,2
175026,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,63226.0,46766.0,56581.0,63226.0,63226.0,63226.0,0,0.0,0
175027,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,76475.0,54814.0,95437.0,76475.0,109616.0,76475.0,4,33141.0,2
175028,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,117096.0,52078.0,79507.0,117096.0,106189.0,117096.0,0,0.0,0
175029,1,206.00,1505.00,5,1,11,10,2,8,6,21,1626.00,5,2,2,10,6,97384.0,77071.0,71155.0,97384.0,96924.0,97384.0,0,0.0,0
175030,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,47347.0,73740.0,62278.0,47347.0,46848.0,47347.0,1,26393.0,2
175031,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,42931.0,58777.0,36207.0,42931.0,47826.0,42931.0,1,15846.0,2
175032,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,109477.0,72054.0,92194.0,109477.0,95728.0,109477.0,0,0.0,0
175033,1,187.00,1518.00,5,2,10,10,2,8,6,21,1405.00,4,2,2,10,6,58440.0,59799.0,76839.0,58440.0,47472.0,58440.0,2,18399.0,2
175034,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,123207.0,136159.0,115807.0,123207.0,121653.0,123207.0,1,12952.0,2
175035,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,67974.0,144861.0,62714.0,67974.0,67974.0,67974.0,1,76887.0,2
175036,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,37148.0,48015.0,46475.0,37148.0,51407.0,37148.0,4,14259.0,2
175037,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,49258.0,37917.0,64213.0,49258.0,64651.0,49258.0,4,15393.0,2
175038,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,50411.0,42009.0,53732.0,50411.0,49910.0,50411.0,2,3321.0,2
175039,1,154.00,1403.00,5,2,10,10,2,8,6,21,1403.00,5,2,2,10,6,41769.0,147609.0,49503.0,41769.0,41157.0,41769.0,1,105840.0,2
175040,1,187.00,1676.00,5,2,10,10,2,8,6,21,1676.00,5,2,2,10,6,83464.0,88007.0,115270.0,83464.0,75140.0,83464.0,2,31806.0,2
175041,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,93512.0,99950.0,101203.0,93512.0,93512.0,93512.0,2,7691.0,2
175042,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,115286.0,80043.0,118299.0,115286.0,114785.0,115286.0,2,3013.0,2
175043,1,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,129979.0,75011.0,121932.0,129979.0,129478.0,129979.0,0,0.0,0
175044,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,84767.0,84207.0,48458.0,84767.0,84266.0,84767.0,0,0.0,0
175045,1,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,61045.0,81503.0,26793.0,61045.0,65627.0,61045.0,1,20458.0,2
175046,1,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,92961.0,52910.0,87053.0,92961.0,92462.0,92961.0,0,0.0,0
175047,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,100563.0,82899.0,74360.0,100563.0,75320.0,100563.0,0,0.0,0
175048,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,53549.0,87967.0,45064.0,53549.0,55720.0,53549.0,1,34418.0,2
175049,1,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,85988.0,82973.0,86930.0,85988.0,85490.0,85988.0,2,942.0,1
175050,1,187.00,1676.00,5,2,10,10,2,8,6,21,1676.00,5,2,2,10,6,77979.0,40650.0,78182.0,77979.0,86933.0,77979.0,4,8954.0,2
175051,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,87734.0,63391.0,82487.0,87734.0,87233.0,87734.0,0,0.0,0
